Establishment Name,Address,website,phone,rating,review_count
Co-op Cannabis-Forest Lawn,5-3330 17 AVE SE,https://www.coopcannabis.com/stores/forest-lawn/,(403) 299-4024,3.5,45
Co-op Cannabis-Hamptons,614-1000 HAMPTONS DR NW,http://www.coopcannabis.com/,(403) 455-3132,4.2,28
Co-op Cannabis-Richmond Road,4938 RICHMOND RD SW,https://www.coopcannabis.com/stores/richmond-road/,(403) 299-4026,4.2,14
Cost Cannabis,100-5253 RICHMOND RD SW,https://costcannabis.shop/,(403) 800-1108,3.7,34
Cost Cannabis,130-9919 FAIRMOUNT DR SE,https://costcannabis.shop/,(403) 800-1108,3.7,34
Dank Cannabis,175-45 CARRINGTON BLVD NW,https://dank.ca/dispensary/calgary/southland-macleod-trail/,(587) 747-0777,4.9,351
Dank Cannabis,R-6412 OLD BANFF COACH RD SW,https://dank.ca/dispensary/calgary/southland-macleod-trail/,(587) 747-0777,4.9,351
Dank Cannabis,2-1603 62 AVE SE,https://dank.ca/dispensary/calgary/southland-macleod-trail/,(587) 747-0777,4.9,351
Dank Cannabis,2-3525 26 AVE SE,https://dank.ca/dispensary/calgary/southland-macleod-trail/,(587) 747-0777,4.9,351
Dank Cannabis,123-1829 RANCHLANDS BOULEVARD NW,https://dank.ca/dispensary/calgary/southland-macleod-trail/,(587) 747-0777,4.9,351
Dank Cannabis,445-9737 MACLEOD TRAIL SW,https://dank.ca/dispensary/calgary/southland-macleod-trail/,(587) 747-0777,4.9,351
Dank Cannabis,3412 3 AVE NW,https://dank.ca/dispensary/calgary/southland-macleod-trail/,(587) 747-0777,4.9,351
Eastwood,10-6222 36 ST SE,http://www.eastwoodcannabis.com/,(403) 257-0605,4.9,83
Fire & Flower Cannabis Co.,1560-6004 COUNTRY HILLS BOULEVARD NE,https://fireandflower.com/shop/169100?redirect=%2Fshop,(587) 482-9835,4.5,206
FivePoint Cannabis 1st St.,1318 1 ST SW,https://www.fivepointcannabis.ca/,(825) 540-1318,4.8,59
FivePoint Cannabis Bridgeland,945 GENERAL AVE NE,http://www.fivepointcannabis.ca/,(403) 690-3636,4.9,197
Flamingo+ Cannabis Trinity Hills,420 NA'A COMMON SW,https://flamingoplus.ca/,(403) 493-0780,5.0,107
FOUR20,101-1022 17 AVE SW,https://www.420pm.ca/beltline-sw-calgary,(403) 233-8043,4.5,157
FOUR20,7111-8650 112 AVE NW,https://www.420pm.ca/beltline-sw-calgary,(403) 233-8043,4.5,157
Four20,120-6008 MACLEOD TRAIL SW,https://www.420pm.ca/beltline-sw-calgary,(403) 233-8043,4.5,157
Four20,917 1 AVE NE,https://www.420pm.ca/beltline-sw-calgary,(403) 233-8043,4.5,157
FOUR20 Premium Market,3-2008 33 AVE SW,https://www.420pm.ca/stephen-avenue-sw-downtown-calgary,(403) 407-0861,4.4,194
FOUR20 Premium Market,3011 26 AVE SW,https://www.420pm.ca/stephen-avenue-sw-downtown-calgary,(403) 407-0861,4.4,194
FOUR20 Premium Market,1309 9 AVE SE,https://www.420pm.ca/stephen-avenue-sw-downtown-calgary,(403) 407-0861,4.4,194
FOUR20 Premium Market,640 10 AVE SW,https://www.420pm.ca/stephen-avenue-sw-downtown-calgary,(403) 407-0861,4.4,194
FOUR20 Premium Market,424 ERIN WOODS DR SE,https://www.420pm.ca/stephen-avenue-sw-downtown-calgary,(403) 407-0861,4.4,194
FOUR20 Premium Market,B-121 8 AVE SW,https://www.420pm.ca/stephen-avenue-sw-downtown-calgary,(403) 407-0861,4.4,194
Global Leaf,3-728 NORTHMOUNT DR NW,http://www.globalleaf.ca/,(825) 910-9333,4.4,223
Global Leaf,106-5401 TEMPLE DR NE,http://www.globalleaf.ca/,(825) 910-9333,4.4,223
Gramsterdam,14-5700 FALSBRIDGE DRIVE NE,https://gramsterdam.ca/,(587) 617-5400,4.8,256
Green Guidance Cannabis Agency,1190 EVANSTON DR NW,https://www.gsyyc.ca/,(587) 890-7768,4.9,99
Green Panda Cannabis,130-60 BOWRIDGE DR NW,http://www.greenpandacalgary.ca/,(403) 286-5210,3.5,41
Greenlife Cannabis,6-3304 64 ST NE,http://www.greenlifecannabisyyc.com/,(403) 568-2104,4.0,19
Greenspot Shop,7523 MACLEOD TRAIL SW,https://www.gsyyc.ca/,(587) 890-7768,4.9,99
High Tide Inc.,112-11127 15 ST NE,https://shop.recordhigh.ca/menu/record-high-cannabis/,(403) 453-1916,4.8,160
Highland Buds,118 40 AVE NW,http://www.highlandbuds.ca/,(587) 291-9717,4.7,140
Highland Buds,26-5010 4 ST NE,http://www.highlandbuds.ca/,(587) 291-9717,4.7,140
In N Out Cannabis Discounter,B-2604 KENSINGTON RD NW,http://yyccannabis.com/,(825) 540-1974,4.5,35
Kindling Cannabis 4th St,37 4 ST NE,https://shopkindling.ca/locations/alberta/calgary-4th-st-ne?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=calgary-4th-st-ne,(403) 453-5780,5.0,12
Kozmic Kush Cannabis,18-430 ACADIA DR SE,https://kozmickush.budguide.io/,(587) 352-2400,3.4,98
Lake City Cannabis,6-22 RICHARD WAY SW,https://lakecitycannabis.ca/,(403) 764-4205,4.9,201
Leaf Life,103-1331 MACLEOD TRAIL SE,http://www.leaflifecannabis.ca/,(587) 315-0344,4.4,48
Leaf Life,10109 HIDDEN VALLEY DR NW,http://www.leaflifecannabis.ca/,(587) 315-0344,4.4,48
Leaf Life,310-11877 SARCEE TRAIL NW,http://www.leaflifecannabis.ca/,(587) 315-0344,4.4,48
Leaf Life,101-2230 68 STREET NE,http://www.leaflifecannabis.ca/,(587) 315-0344,4.4,48
Leaf Life,110-560 69 AVE SW,http://www.leaflifecannabis.ca/,(587) 315-0344,4.4,48
Leaf Life,1343 NORTHMOUNT DR NW,http://www.leaflifecannabis.ca/,(587) 315-0344,4.4,48
Leaf Life,175C 52 ST SE,http://www.leaflifecannabis.ca/,(587) 315-0344,4.4,48
Leaf Life,12-3181 32 ST NE,http://www.leaflifecannabis.ca/,(587) 315-0344,4.4,48
Leafy Green Inc,4170-235 RED EMBERS WAY NE,https://leafygreendispensaryinc.ca/,(403) 226-8808,4.4,28
Level Up Cannabis,4022 26 ST SE,https://levelupyyc.com/,(403) 455-0420,4.2,26
Lux Leaf Cannabis,234-177 COUNTRY HILLS BOULEVARD NW,https://shop.luxleaf.ca/calgary-panorama-hills/category/flower,(587) 351-3992,4.7,208
Lux Leaf Cannabis - Nolan Hill,232-8 NOLAN HILL BLVD NW,https://shop.luxleaf.ca/calgary-nolan-hill/category/flower,(587) 353-7063,4.8,91
Lux Leaf Cannabis - Savanna,1130-30 SAVANNA CRES NE,https://shop.luxleaf.ca/calgary-savanna/category/flower,(587) 231-6632,4.8,208
Lux Leaf Cannabis - Taradale,312B-7171 80 AVE NE,https://shop.luxleaf.ca/calgary-taradale/category/flower,(403) 453-7063,4.7,196
MH4 Cannabis,2705A CENTRE STREET NW,http://www.mhcannabis.net/,(587) 349-3277,4.9,162
Micro Gold Cannabis,16760 MCKENZIE LAKE BLVD SE,http://www.microgoldcannabisretail.com/,(587) 319-0455,4.9,80
Micro Gold Retail Cannabis,4825 MACLEOD TRAIL SW,http://www.microgoldcannabisretail.com/,(587) 319-0455,4.9,80
Moderna Cannabis Society,155 MAHOGANY CTR SE,http://www.modernacannabis.ca/,(403) 764-9270,4.7,125
Mount Kushmore,329 11 AVE NE,http://mtkushmore.ca/,(403) 717-1233,4.9,285
Nirvana Canna,8-5032 16 AVE NW,https://nirvana-canna.com/,(825) 910-1373,4.8,34
Nirvana Canna,125-2121 194 AVENUE SE,https://nirvana-canna.com/,(825) 910-1373,4.8,34
Northside Growco Inc,1338A 36 AVE NE,https://www.cloud520cannabis.ca/,(403) 750-4002,4.1,31
Oakridge Cannabis,4-10015 OAKFIELD DR SW,http://oakridgecannabis.ca/,(403) 212-0823,4.9,97
Ogden Cannabis,2130 GLENMORE CRT SE,http://www.ogdencannabis.ca/,(587) 352-2448,4.8,120
Oil & Grass Cannabis,1715 17 AVE SW,http://oil-and-grass.com/,(825) 414-0233,4.9,91
Omkara Cannabis,220-500 ROYAL OAK DR NW,https://omkaracannabis.com/royal-oak-dr/,(587) 226-1680,4.5,63
Plantlife,165-5005 DALHOUSIE DR NW,https://plantlifecannabis.com/?setonutm_source=google&utm_medium=gbp&utm_campaign=seton-calgary,(587) 956-3068,4.9,174
Plantlife,1620-80 MAHOGANY ROAD SE,https://plantlifecannabis.com/?setonutm_source=google&utm_medium=gbp&utm_campaign=seton-calgary,(587) 956-3068,4.9,174
Plantlife,224-70 SHAWVILLE BLVD SE,https://plantlifecannabis.com/?setonutm_source=google&utm_medium=gbp&utm_campaign=seton-calgary,(587) 956-3068,4.9,174
Plantlife,5272 130 AVE SE,https://plantlifecannabis.com/?setonutm_source=google&utm_medium=gbp&utm_campaign=seton-calgary,(587) 956-3068,4.9,174
Plantlife,110-19651 SETON WAY SE,https://plantlifecannabis.com/?setonutm_source=google&utm_medium=gbp&utm_campaign=seton-calgary,(587) 956-3068,4.9,174
Plantlife,530-7 MAHOGANY PLAZA SE,https://plantlifecannabis.com/?setonutm_source=google&utm_medium=gbp&utm_campaign=seton-calgary,(587) 956-3068,4.9,174
Plantlife,7130-333 96 AVE NE,https://plantlifecannabis.com/?setonutm_source=google&utm_medium=gbp&utm_campaign=seton-calgary,(587) 956-3068,4.9,174
Plantlife,4027 UNIVERSITY AVE NW,https://plantlifecannabis.com/?setonutm_source=google&utm_medium=gbp&utm_campaign=seton-calgary,(587) 956-3068,4.9,174
Prairie Records,219A 8 AVE SW,https://prairierecords.ca/shop/347183?redirect=%2Fshop,(403) 764-5795,4.4,212
Prairie Records,4420D 17 AVENUE SE,https://prairierecords.ca/shop/347183?redirect=%2Fshop,(403) 764-5795,4.4,212
RARE Cannabis Co.,2929 RICHMOND RD SW,http://www.rarecannabis.ca/,(403) 474-6018,4.8,303
Record High,1907 20 AVE NW,https://shop.recordhigh.ca/menu/record-high-cannabis/,(403) 453-1916,4.8,160
Route 1 Purchasing & Distribution Inc.,4610 80 STREET NW,http://www.rarecannabis.ca/,(403) 474-6018,4.8,303
Smoke and Mirrors,2083 146 AVE SE,https://houseofsmokeandmirrors.com/,(403) 271-0998,4.6,9
Spiritleaf,117-45 GREENBRIAR LANE NW,https://spiritleaf.ca/locations/township/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing&utm_content=township,(587) 956-7708,4.6,64
Spiritleaf - Evanston,1006-2060 SYMONS VALLEY PARKWAY NW,https://spiritleaf.ca/locations/evanston/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing&utm_content=evanston,(403) 475-3495,4.5,83
Spiritleaf - Millrise,3149-150 MILLRISE BOULEVARD SW,https://spiritleaf.ca/locations/millrise/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing&utm_content=millrise,(587) 352-8252,4.8,102
Spiritleaf - Savanna,402-9036 46 ST NE,https://spiritleaf.ca/locations/savanna/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing&utm_content=savanna,(587) 352-6261,5.0,40
Spiritleaf - Seton,325-19587 SETON CRES SE,https://spiritleaf.ca/locations/seton/,(825) 407-9238,4.7,79
Spiritleaf - Stonegate,408-2550 COUNTRY HILLS BLVD NE,https://spiritleaf.ca/locations/township/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing&utm_content=township,(587) 956-7708,4.6,64
Spiritleaf - Township,110-20 LONGVIEW COMMON SE,https://spiritleaf.ca/locations/township/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing&utm_content=township,(587) 956-7708,4.6,64
Spiritleaf Centre Street,4-1020 CENTRE STREET NORTH,https://spiritleaf.ca/locations/centre-street/,(403) 452-8797,4.6,65
The Moon Cannabis,105-3003 37 ST SW,http://themooncannabis.ca/,(825) 540-1898,4.9,120
Tower Cannabis,120-159 CARRINGTON PLAZA NW,https://towercannabis.ca/,(403) 275-5418,4.8,80
Tower Cannabis,307-500 COUNTRY HILLS BLVD NE,https://towercannabis.ca/,(403) 275-5418,4.8,80
Tumblweedz,116-2323 32 AVE NE,http://tumblweedz.ca/,(587) 391-8299,4.8,86
Upstairs Cannabis,902 11 AVE SE,https://www.upstairscannabis.com/,(825) 431-3357,4.9,83
Valley Ridge Cannabis,212-11245 VALLEY RIDGE DR NW,http://valleyridgecannabis.ca/,(403) 807-8890,4.7,54
Value Buds - Cornerstone,260-1155 CORNERSTONE BLVD NE,https://www.valuebuds.com/,(403) 723-3145,4.4,30
Value Buds - Kensington,1124 KENSINGTON RD NW,http://www.valuebuds.com/,(587) 391-3656,4.4,67
Value Buds - Varsity,406-4625 VARSITY DR NW,http://www.valuebuds.com/,(587) 231-0243,4.6,40
Value Buds at 17th Avenue East,506 17 AVE SW,https://valuebuds.com/,(587) 352-8733,4.5,154
Value Buds at 17th Avenue West,1206 17 AVE SW,https://valuebuds.com/,(587) 352-8733,4.5,154
Value Buds at Beacon Hill,11662 SARCEE TRAIL NW,http://www.valuebuds.com/,(403) 295-3502,4.3,79
Value Buds at Country Hills,252-388 COUNTRY HILLS BLVD NE,http://www.valuebuds.com/,(587) 352-1977,4.3,142
Value Buds at Deerfoot City,B-901 64 AVE NE,https://valuebuds.com/,(403) 457-7175,4.1,115
Value Buds at Deerfoot Meadows,12-7929 11 ST SE,https://valuebuds.com/,(403) 475-9867,4.1,140
Value Buds at Douglas Glen,148-11520 24 ST SE,https://www.valuebuds.com/,(587) 315-8689,4.1,29
Value Buds at Forest Lawn,11-5147 20 AVE SE,http://www.valuebuds.com/,(403) 764-1420,4.2,277
Value Buds at Glenmore Landing,106A-1600 90 AVE SW,https://valuebuds.com/,(403) 251-3424,4.3,74
Value Buds at Riverbend,424-8338 18 ST SE,http://www.valuebuds.com/,(403) 475-1420,4.4,211
Value Buds at Shepard,535-4916 130 AVE SE,http://www.valuebuds.com/,(403) 724-0928,3.8,233
Value Buds at Signal Hill,5695 SIGNAL HILL CTR SW,https://valuebuds.com/,(403) 217-3581,4.5,176
Value Buds at Strathcona Square,156-555 STRATHCONA BLVD SW,http://www.valuebuds.com/,(587) 352-0757,4.2,80
Value Buds at Sunridge,2111 36 ST NE,http://www.valuebuds.com/,(403) 457-1420,4.5,202
Value Buds at TransCanada,174-1440 52 ST NE,http://www.valuebuds.com/,(403) 273-3857,4.2,68
Value Buds at Willow Park,B252-10816 MACLEOD TRAIL SE,https://valuebuds.com/,(403) 455-6290,4.3,328
Value Buds at Woodbine,206-2525 WOODVIEW DR SW,http://www.valuebuds.com/,(587) 351-1977,4.3,99
Vincanna Cannabis,B108-3709 26 AVE NE,http://vincanna.ca/,(587) 352-9333,4.9,46
Westleaf Labs LP,710-530 8 AVENUE SW,https://decibelcc.com/westleaf-cannabis-old/,,0.0,0
